,Windows,Mac,Linux,engine,release_date,genre,theme,players,score_final,rating,link
5693,True, False, False,Unreal Development Kit,Released Dec 25 2013,Turn Based Tactics,Medieval,Single Player,4.0,1 v, http://indiedb.com/games/midgard-saga
5698,True, True, True,Unity,Released Nov 2 2013,Realistic Sim,Realism,Single Player,10.0,2 v, http://indiedb.com/games/soda-drinker-pro-full-version
5699,True, False, False,Unity,Released Nov 27 2013,Adventure,Horror,Single Player,7.5,2 v, http://indiedb.com/games/slendercraft
5708,True, True, False,Unity,Released Dec 6 2013,Tower Defense,Abstract,Single Player,2.0,1 v, http://indiedb.com/games/t-def
5710,True, True, True,Custom Built,Released Apr 15 2013,Baseball,Sport,Single & Multiplayer,7.4,8 v, http://indiedb.com/games/out-of-the-park-baseball-14
5711,True, True, False,Custom Built,Released Sep 3 2013,Hockey,Sport,Single Player,6.3,3 v, http://indiedb.com/games/franchise-hockey-manager
5718,True, False, False,Unreal Development Kit,Released Dec 3 2013,Arcade,Abstract,Multiplayer,6.3,3 v, http://indiedb.com/games/tegs-playground-multi-edition
5720,True, False, False,Custom Built,Released Nov 20 2013,Platformer,Abstract,Single Player,8.5,4 v, http://indiedb.com/games/shijie
5722,True, False, False,Monkey,Released Nov 30 2013,Point and Click,Fantasy,Single Player,7.0,3 v, http://indiedb.com/games/crystals-of-time
5724,True, False, False,Custom Built,Released Nov 24 2013,Adventure,Nature,Single Player,8.6,5 v, http://indiedb.com/games/moirai
5725,True, False, False,Adventure Game Studio,Released Nov 30 2013,Platformer,Abstract,Single Player,8.3,3 v, http://indiedb.com/games/magic-owl
5729,True, False, False,Unity,Released Sep 29 2013,First Person Shooter,Sci-Fi,Single Player,6.2,25 , http://indiedb.com/games/dead-bits
5732,True, True, True,Unity,Released Oct 23 2013,Hack 'n' Slash,Fantasy,Single & Multiplayer,9.0,2 v, http://indiedb.com/games/forced
5734,True, True, False,Custom Built,Released 2012,Point and Click,Fantasy,Single Player,7.0,1 v, http://indiedb.com/games/the-dark-eye-chains-of-satinav
5735,True, True, False,Custom Built,Released Oct 15 2013,Point and Click,Comic,Single Player,9.0,1 v, http://indiedb.com/games/goodbye-deponia
5737,True, True, False,Custom Built,Released May 29 2013,Point and Click,Comic,Single Player,8.0,2 v, http://indiedb.com/games/the-night-of-the-rabbit
5739,True, True, False,Custom Built,Released Nov 4 2013,Point and Click,Comic,Single Player,7.0,2 v, http://indiedb.com/games/journey-of-a-roach
5742,True, True, False,Custom Built,Released 2012,Point and Click,Comic,Single Player,9.0,1 v, http://indiedb.com/games/chaos-on-deponia
5744,True, True, True,Unity,Released Aug 4 2013,Platformer,Fantasy,Single Player,9.0,1 v, http://indiedb.com/games/fur-and-the-beast
5746,True, False, False,RPG Maker XP,Released 2010,Role Playing,Fantasy,Single Player,9.8,16 , http://indiedb.com/games/rainblood-town-of-death
5750,True, False, False,Custom Built,Released Aug 16 2013,Real Time Strategy,Comic,Single Player,6.0,1 v, http://indiedb.com/games/unholy-heights
5751,True, True, True,Custom Built,Released Oct 15 2013,Futuristic Sim,Sci-Fi,Single Player,6.2,5 v, http://indiedb.com/games/spacebase-df-9
5753,True, True, True,Custom Built,Released Feb 14 2014,Role Playing,Fantasy,Single Player,6.0,1 v, http://indiedb.com/games/eschalon-book-iii
5754,True, True, False,Custom Built,Released 2012,Point and Click,Comic,Single Player,4.0,1 v, http://indiedb.com/games/deponia
5756,True, True, True,Unity,Released Sep 23 2013,Real Time Strategy,Comic,Single & Multiplayer,6.0,2 v, http://indiedb.com/games/castle-story
5757,True, False, False,Custom Built,Released Nov 6 2013,Turn Based Strategy,Fantasy,Single Player,9.0,2 v, http://indiedb.com/games/blackguards
5758,True, True, True,Adobe Flash Professional,Released Nov 14 2013,Point and Click,Fantasy,Single Player,8.0,1 v, http://indiedb.com/games/kveendolnitza-2
5760,True, True, True,Unity,Released Oct 10 2013,First Person Shooter,Horror,Single Player,8.2,6 v, http://indiedb.com/games/the-unknown
5761,True, True, True,Custom Built,Released Nov 20 2013,Futuristic Sim,Realism,Single & Multiplayer,5.3,19 , http://indiedb.com/games/aircontrol
5762,True, True, False,Flixel,Released Oct 29 2013,Platformer,Nature,Single Player,9.3,11 , http://indiedb.com/games/mrbree
5763,True, False, False,XNA,Released Aug 8 2013,Third Person Shooter,Horror,Single Player,10.0,4 v, http://indiedb.com/games/dawn-of-the-fred
5764,True, False, False,XNA,Released Feb 22 2013,Cinematic,Abstract,Single Player,9.0,1 v, http://indiedb.com/games/the-bridge
5767,True, False, False,Custom Built,Released 2012,Platformer,Comic,Single Player,8.7,3 v, http://indiedb.com/games/dust-an-elysian-tail
5769,True, False, False,Custom Built,Released 2012,Point and Click,History,Single Player,7.7,6 v, http://indiedb.com/games/captain-morgane-and-the-golden-turtle
5770,True, True, True,Custom Built,Released 2012,Realistic Sim,Realism,Single Player,8.2,56 , http://indiedb.com/games/game-dev-tycoon
5771,True, False, False,Custom Built,Released 2011,Real Time Strategy,Sci-Fi,Single Player,5.0,3 v, http://indiedb.com/games/direct-hit-missile-war
5772,True, False, False,Blitz MAX,Released 2007,Combat Sim,War,Single Player,8.0,4 v, http://indiedb.com/games/pe-2-dive-bomber
5773,True, True, False,Unity,Released Oct 30 2013,Arcade,Sci-Fi,Single Player,4.7,3 v, http://indiedb.com/games/bandit-skies
5774,True, True, False,Custom Built,Released Jan 20 2013,Platformer,Abstract,Single & Multiplayer,7.0,7 v, http://indiedb.com/games/rush-bros
5777,True, False, False,Custom Built,Released 2011,Arcade,Sci-Fi,Single Multiplayer & Co-Op,8.7,3 v, http://indiedb.com/games/whos-that-flying
5778,True, True, False,Custom Built,Released May 16 2013,Platformer,Sci-Fi,Single Player,5.1,7 v, http://indiedb.com/games/bad-bots
5780,True, False, False,Torque 2D,Released Nov 8 2013,Arcade,Sci-Fi,Single Player,7.7,3 v, http://indiedb.com/games/infinite-shooter
5781,True, False, False,Adventure Game Studio,Released Nov 19 2013,Point and Click,Comedy,Single Player,9.4,10 , http://indiedb.com/games/conspirocracy
5782,True, False, False,Custom Built,Released Nov 18 2013,Racing,Abstract,Single Player,6.3,6 v, http://indiedb.com/games/burning-cars
5784,True, False, False,XNA,Released Oct 31 2013,Puzzle Compilation,Comedy,Single Player,7.3,7 v, http://indiedb.com/games/cubicity
5786,True, True, True,Unity,Released Nov 5 2013,Fighting,Comedy,Single & Multiplayer,6.0,1 v, http://indiedb.com/games/haymaker
5788,True, True, True,OEngine,Released Mar 31 2014,Tower Defense,Sci-Fi,Single Player,7.0,2 v, http://indiedb.com/games/space-run-fast-and-safe-delivery
5789,True, False, False,GameMaker: Studio,Released Nov 18 2013,Adventure,Fantasy,Single Player,4.8,4 v, http://indiedb.com/games/normsville-nights-monster-madness
5791,True, False, False,Construct 2,Released Sep 16 2013,Platformer,Comic,Single Player,10.0,2 v, http://indiedb.com/games/baxters-venture
5792,True, False, False,firebull engine,Released 2012,Adventure,Horror,Single Player,6.6,23 , http://indiedb.com/games/stalked
5794,True, False, False,GameMaker: Studio,Released 2010,Tower Defense,War,Single Player,3.5,2 v, http://indiedb.com/games/tower-guard
5797,True, False, False,Unity,Released Nov 28 2013,Realistic Sim,Comedy,Single Player,8.2,5 v, http://indiedb.com/games/micronations
5799,True, True, True,GameMaker: Studio,Released Dec 4 2013,Third Person Shooter,Fantasy,Single Player,8.0,1 v, http://indiedb.com/games/savant-ascent
5804,True, False, False,Unity,Released 2012,First Person Shooter,Horror,Single Multiplayer & Co-Op,8.8,45 , http://indiedb.com/games/the-dead-linger
5806,True, False, False,Custom Built,Released 2012,Platformer,Fantasy,Single & Multiplayer,7.5,15 , http://indiedb.com/games/party-of-sin
5814,True, True, True,Custom Built,Released Nov 7 2013,Arcade,Fantasy,Single Player,7.4,10 , http://indiedb.com/games/pixeljunk-shooter
5825,True, False, False,001 Game Creator,Released 2002,Adventure,Sci-Fi,MMO,7.4,22 , http://indiedb.com/games/project-visitor
5826,True, False, False,XNA,Released 2012,Puzzle Compilation,Sci-Fi,Single Player,8.5,6 v, http://indiedb.com/games/beem
5827,True, False, False,Multimedia Fusion,Released Oct 29 2013,Stealth,Sci-Fi,Single Player,8.9,73 , http://indiedb.com/games/datajack
5829,True, False, False,Custom Built,Released Oct 31 2013,Fighting,Anime,Single Player,7.8,30 , http://indiedb.com/games/mitsurugi-kamui-hikae
5830,True, True, True,Unity,Released Oct 14 2013,First Person Shooter,Horror,Single Player,5.5,10 , http://indiedb.com/games/spooky-range
5831,True, True, True,Unity,Released Aug 4 2013,Hack 'n' Slash,Fantasy,Single Player,7.5,10 , http://indiedb.com/games/the-lost-island
5836,True, False, False,Adventure Game Studio,Released 2006,Adventure,Western,Single Player,7.5,4 v, http://indiedb.com/games/al-emmo-and-the-lost-dutchmans-mine
5838,True, False, True,Wintermute,Released Feb 28 2013,Point and Click,Sci-Fi,Single Player,8.4,29 , http://indiedb.com/games/reversion-the-meeting
5839,True, True, False,Custom Built,Released 2012,Turn Based Strategy,Fantasy,Single Player,7.5,32 , http://indiedb.com/games/palm-heroes-2
5842,True, True, True,Unity,Released Jul 2 2013,Family,Antiquity,Single Player,8.0,1 v, http://indiedb.com/games/scarab-tales
5846,True, False, True,Torque Game Engine,Released 2012,Racing,Abstract,Single Player,7.8,24 , http://indiedb.com/games/monster-minis-extreme-off-road
5847,True, False, False,Custom Built,Released Sep 11 2013,Arcade,Medieval,Single Player,5.5,2 v, http://indiedb.com/games/siege-wars
5850,True, True, True,Unity,Released Aug 14 2013,First Person Shooter,Fantasy,Single Player,10.0,1 v, http://indiedb.com/games/fancy-skulls
5854,True, False, False,Adobe Flash Professional,Released Nov 6 2013,Turn Based Strategy,Fantasy,Single & Multiplayer,4.7,7 v, http://indiedb.com/games/cardys
5855,True, False, False,Custom Built,Released Nov 3 2013,Arcade,Abstract,Single & Multiplayer,7.7,3 v, http://indiedb.com/games/lighthockey
5858,True, False, False,Custom Built,Released Aug 31 2013,Realistic Sim,Movie,Single Player,5.5,2 v, http://indiedb.com/games/showtime
5859,True, False, False,Ogre Engine,Released Oct 12 2013,Turn Based Tactics,Fantasy,Single & Multiplayer,3.0,1 v, http://indiedb.com/games/the-far-wilds
5864,True, False, False,Unity,Released Nov 17 2013,First Person Shooter,Horror,Single Player,8.9,9 v, http://indiedb.com/games/lights-shadows
5867,True, False, False,XNA,Released Aug 31 2013,Platformer,Comic,Single Player,7.4,10 , http://indiedb.com/games/wiwis-adventures-3
5876,True, False, False,XNA,Released Feb 21 2013,Real Time Strategy,Fantasy,Single Player,7.0,66 , http://indiedb.com/games/deadbuild
5883,True, True, True,Unity,Released Apr 19 2013,First Person Shooter,Horror,Single Player,4.0,1 v, http://indiedb.com/games/anonymous-messages
5887,True, False, False,Unreal Development Kit,Released Jun 9 2013,Adventure,Horror,Single Player,8.4,41 , http://indiedb.com/games/segatakai
5890,True, False, False,Unity,Released Oct 19 2013,Cinematic,Sci-Fi,Single Player,7.8,33 , http://indiedb.com/games/monokrome
5891,True, False, False,Unity,Released Oct 11 2013,Point and Click,Fantasy,Single Player,7.7,13 , http://indiedb.com/games/olavandthelute
5892,True, True, False,Custom Built,Released Jul 2 2013,Role Playing,Fantasy,Single & Co-op,9.0,25 , http://indiedb.com/games/cube-world
5895,True, False, False,Unity,Released Aug 12 2013,Alternative Sport,Fighter,Single Player,8.6,8 v, http://indiedb.com/games/beatboxerplus
5896,True, True, True,LÖVE,Released Nov 7 2013,Turn Based Tactics,Sci-Fi,Single & Multiplayer,6.8,5 v, http://indiedb.com/games/hox
5897,True, True, False,Unity,Released Dec 30 2014,Party Based,Fantasy,Single Player,10.0,6 v, http://indiedb.com/games/pillars-of-eternity
5898,True, True, True,Custom Built,Released 2011,Role Playing,Horror,Single Player,9.4,966, http://indiedb.com/games/project-zomboid
5900,True, False, False,Custom Built,Released Jun 14 2013,Platformer,Sci-Fi,Single & Multiplayer,9.7,11 , http://indiedb.com/games/signs-of-life
5904,True, False, False,Custom Built,Released Oct 23 2014,First Person Shooter,Horror,Single Player,9.0,151, http://indiedb.com/games/spookys-house-of-jump-scares
5910,True, True, False,Unity,Released Dec 18 2013,Platformer,Abstract,Single Player,9.4,5 v, http://indiedb.com/games/welcome-home
5912,True, False, False,Unity,Released Jul 12 2015,Real Time Strategy,Fantasy,Single Player,8.0,2 v, http://indiedb.com/games/army-of-pixels
5913,True, True, True,Custom Built,Released 1996,Roguelike,Fantasy,Single Player,9.3,32 , http://indiedb.com/games/adom-ancient-domains-of-mystery
5922,True, False, False,Unity,Released May 28 2014,First Person Shooter,Horror,Single Player,6.0,1 v, http://indiedb.com/games/pact-with-a-demon-episode-2
5924,True, False, False,RPG Maker VX Ace,Released Oct 16 2014,Role Playing,Fantasy,Single Player,8.8,5 v, http://indiedb.com/games/darkend
5925,True, True, True,ioquake3,Released 2009,Tactical Shooter,Anime,Multiplayer,9.3,401, http://indiedb.com/games/zeq2lite
5926,True, False, False,Custom Built,Released Jul 19 2015,Hack 'n' Slash,Fantasy,Single Player,1.0,1 v, http://indiedb.com/games/bobby-simulator
5927,True, False, False,Custom Built,Released 2012,Tower Defense,Sci-Fi,Single Player,6.3,3 v, http://indiedb.com/games/tacticon
5928,True, True, True,LÖVE,Released Jul 30 2013,Turn Based Strategy,Horror,Single Player,6.3,8 v, http://indiedb.com/games/camp-keepalive
5930,True, False, False,RPG Maker XP,Released Aug 20 2013,Adventure,Horror,Single Player,7.3,11 , http://indiedb.com/games/graveshouse
5931,True, True, True,ioquake3,Released 2006,First Person Shooter,Sci-Fi,Multiplayer,8.5,284, http://indiedb.com/games/tremulous
5933,True, True, True,Unity,Released Sep 14 2013,Adventure,War,MMO,10.0,1 v, http://indiedb.com/games/stronghold2d
5934,True, True, False,Unity,Released Aug 27 2013,Point and Click,Medieval,Single Player,5.8,6 v, http://indiedb.com/games/dungeon-lurk
5936,True, False, False,Custom Built,Released Oct 20 2013,First Person Shooter,Sci-Fi,Single & Multiplayer,9.0,6 v, http://indiedb.com/games/metal-planet
5937,True, False, False,Quasar,Released 2011,Arcade,Sport,Single Player,6.1,17 , http://indiedb.com/games/zombie-football-carnage
5938,True, False, False,Multimedia Fusion,Released Nov 10 2013,Turn Based Tactics,Fantasy,Single & Multiplayer,8.0,4 v, http://indiedb.com/games/dungeon-dashers
5939,True, False, False,Custom Built,Released Oct 18 2013,Grand Strategy,History,Single Player,9.4,7 v, http://indiedb.com/games/spice-road
5940,True, False, False,Adobe Flash Professional,Released Oct 3 2013,Adventure,Mafia,Single Multiplayer & Co-Op,7.2,36 , http://indiedb.com/games/hard-time
5941,True, False, False,Custom Built,Released Nov 5 2013,Arcade,Sci-Fi,Single & Co-op,9.8,25 , http://indiedb.com/games/space-the-return-of-the-pixxelfrazzer
5942,True, True, True,Custom Built,Released Oct 28 2013,Turn Based Strategy,History,Multiplayer,10.0,4 v, http://indiedb.com/games/ironclad-tactics
5943,True, True, False,Unity,Released 2012,Fighting,Sport,Single Player,8.6,53 , http://indiedb.com/games/beast-boxing-turbo
5946,True, True, True,MegaGlest Engine,Released 2010,Real Time Strategy,Fantasy,Single & Multiplayer,8.5,15 , http://indiedb.com/games/megaglest
5950,True, False, False,Unity,Released Oct 15 2013,First Person Shooter,Horror,Single Player,8.6,38 , http://indiedb.com/games/overcast-walden-and-the-werewolf
5951,True, False, True,Custom Built,Released 2010,Racing,Realism,Single & Multiplayer,6.4,144, http://indiedb.com/games/speed-dreams
5952,True, False, True,Wintermute,Released 2012,Point and Click,Sci-Fi,Single Player,8.5,65 , http://indiedb.com/games/reversion
5956,True, True, True,Custom Built,Released Sep 11 2013,Real Time Strategy,Sci-Fi,Single Player,9.3,4 v, http://indiedb.com/games/wetware
5960,True, False, False,FPSC,Released Nov 3 2013,Adventure,Horror,Single Player,1.0,1 v, http://indiedb.com/games/the-hotel
5964,True, False, False,Construct,Released 2012,Platformer,Fantasy,Single Player,8.7,6 v, http://indiedb.com/games/sunkins-wrath
5965,True, False, False,Construct,Released 2011,Platformer,Horror,Single Player,10.0,7 v, http://indiedb.com/games/rules-of-the-shadowrealm
5966,True, False, False,Construct,Released 2011,Arcade,Sci-Fi,Single Player,10.0,5 v, http://indiedb.com/games/eternal-carnage
5968,True, True, True,GameMaker: Studio,Released May 7 2013,Family,Abstract,Single Player,7.4,9 v, http://indiedb.com/games/perfection-shapes
5972,True, False, False,GameMaker: Studio,Released Jan 30 2013,Adventure,Horror,Single Player,4.4,5 v, http://indiedb.com/games/slender2d
5973,True, True, True,Custom Built,Released Aug 19 2013,Turn Based Strategy,Sci-Fi,Single Player,7.7,7 v, http://indiedb.com/games/master-of-tactics
5975,True, False, False,XNA,Released 2012,Hack 'n' Slash,Fantasy,Single & Co-op,9.0,2 v, http://indiedb.com/games/the-defenders
5981,True, True, True,Custom Built,Released Sep 7 2013,Educational,Realism,Single Player,8.9,19 , http://indiedb.com/games/logic-bomb
